cost,total_square,live_square,rooms_num,floor,rep_type,total_floors,metro,m_distance,adr,date_time,builder,desc,house_type,page_num,dist_cent,build_age,district,lat,lon
2 650 000,64 м²,,2,7 из 7,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гагкаева, 5к2",08 Август 08:19 2020,,"Удобное расположение, прямо за супермаркетом Стейтон. Рядом Магнит, Пятерочка и рынок Викалина. С транспортом проблем нет.Благоустроенный двор с детской площадкой.Крыша в порядке, лифт новый.Есть возможность поднять мансарду! Для этого присоединили лоджию к спальне, расширили прихожую, получили просторный холл и место для лестницы вверх. На первом фото стрелкой указано место для лестницы. С мансардой, которую можно не спеша приводить в порядок получается 4-х комнатная квартира. Кухня большая, как комната, также расширена за счет лоджии. При желании, можно перегородить обратно.На площадке есть кладовка 2 квм с железной дверью. Автономное отопление, котел Вайлант.Стены выровнены, побелены. дорогая электропроводка, столярка новая, окна пластиковые, железная дверь. С/у в кафеле. Осталось навести декор на свой вкус.Вся техника и мебель, кроме дивана остаются.По ипотеке проходит.",кирпичный,1,,,р-н Северо-Западный,43.052832,44.621081
1 400 000,30.1 м²,,1,2 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова, 7",08 Август 07:12 2020,,"Продам 1 к.кв.  бывшая общежития. Есть ремонт. Заменены все трубы, стоит хорошая дверь и стеклопакеты. Сантехника качественная. В квартире остается новая прихожая шкаф-купе и новая кухня НЕ установленная. Балкон остеклен, кафель. В квартире никто НЕ жил после ремонта. ТОРГ.",кирпичный,1,,,р-н Северо-Западный,43.052602,44.631061
2 150 000,43 м²,22 м²,1,2 из 3,,,,,"Республика Северная Осетия — Алания, Владикавказ, Владикавказская ул., 44к1",4 августа 18:23 2020,,Квартира после ремонта .Мебель новая.Состояние идеальное.Возможно заселение и проживание.,кирпичный,1,,,р-н Северо-Западный,43.05388,44.627459
2 150 000,56 м²,,2,10 из 11,,,,,"Республика Северная Осетия — Алания, Владикавказ, Владикавказская ул., 55",08 Август 06:26 2020,,"Срочно продаётся квартира элитного Класса в. новостройке, рядом с рынком « Викалина». В квартире сделано качественное Отопление, проводка.",монолитный,1,,,р-н Северо-Западный,43.052759845527,44.625645405994995
3 400 000,90 м²,75 м²,3,5 из 8,черновая,,,,"Республика Северная Осетия — Алания, Владикавказ, Весенняя ул., 1к4",07 Август 15:18 2020,,"Пластиковые окна,полы с подогревом,штукатурка,стяжка,котёл. Ванная,унитаз,раковина. Возможен обмен на 2х комнатную квартиру с ремонтом.",кирпичный,1,,,р-н Северо-Западный,43.0315333129,44.634168878296
3 000 000,69 м²,,3,1 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Щорса, 201к2",4 августа 19:00 2020,,"Продается трёхкомнатная квартира по ул.Щорса г.Владикавказ. Расположенна на 1-м этаже, квартира с узаконенной пристройкой! Два санузла, подвал.Выход на две стороны, в подъезд и на улицу. Красивый, ухоженный двор. Идеально подойдет под коммерцию! Реальным покупателям торг!",панельный,1,,,р-н Северо-Западный,43.043072226602,44.6443521645
1 900 000,100 м²,,1,5 из 5,черновая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова",08 Август 01:22 2020,,"Купите квартиру с шикарной Мансардой!Продается 1-комнатная квартира на 5/5 кирпичного дома площадью 50+50 кв м на огромной высокой Мансарде .В Квартире Штукатурка,медная проводка ,окна ,дверь. ДОМ УЖЕ ПОСТРОЕН .Обустраивается придомоаая территория  .Сдача дома в июне 2020 года .КВАРТИРА ОТ ЗАСТРОЙЩИКА!",кирпичный,1,,,р-н Северо-Западный,43.05135,44.628628000000006
1 399 000,30 м²,,1,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, пр-т Коста",08 Август 02:36 2020,,"✅  Продаётся 1-комнатная квартира 30 м2 на 5-м Этаже 5-эт кирпичного дома  по по Коста (район ОЗАТЭ)!✅ Уютная светлая квартира!✅  Косметический ремонт!✅ Облагороженный двор с Детской площадкой!✅ Живописный вид на горы!✅  Экологически чистый район с развитой инфраструктурой - рядом Школа 17, детские сады 21 и 61, новая набережная , ТЦ Арктика и Поиск, Магнит, Сбербанк и т д!✅ Все виды оплаты!",кирпичный,1,,,р-н Затеречный,43.02202,44.672671
3 060 000,70.3 м²,,2,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Весенняя ул., 7к5",4 августа 19:00 2020,,"Продаётся просторная светлая двухкомнатная квартира на 5 этаже пятиэтажного дома по ул. Весенней, 7, корп.5. Окна квартиры выходят на две стороны, В квартире выполнен качественный ремонт, в ванной установленная современная плитка, новая сантехника. Просторная кухня, большой просторный зал, с видом на расположенный неподалёку современный и яркий детский сад! Окна спальни выходят во двор, изюминкой которого является фонтан! Во дворе новые детские площадки, деревянная беседка для отдыха. Двор закрыт современными воротами (управляются с пульта). Рассмотрим ипотеку. Торга нет!",кирпичный,1,,,р-н Северо-Западный,43.034859,44.63277100000001
3 100 000,53 м²,20 м²,2,4 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Московское ш., 3Е",08 Август 01:10 2020,,Московское шоссе. Олимпийский парк. Продаю по документам однокомнатную перепланированную в двухкомнатную  студию. Район олимпийского парка. В закрытом дворе. Возле Зилахара. С мебелью техникой и квартирантами которые платят 17 тысяч окна выходят в тихий закрытый двор. Торг,кирпичный,1,,,р-н Затеречный,43.022846,44.646027
3 800 000,106 м²,,3,3 из 7,черновая,,,,"Республика Северная Осетия — Алания, Владикавказ, Пушкинская ул.",08 Август 00:10 2020,,"❗️Отличное предложение в самом центре города!❗️Продаётся 3-к квартира 106 м2 на 3-м этаже 7-этажной кирпичной новостройки по Ул Кабардинская/Пушкинская❗️Отличная планировка- раздельные комнаты, большая кухня, раздельный санузел, лоджии!❗️Просторная светлая квартира , со всех сторон объятая солнцем! ❗️ Окна в 2 стороны! ❗️Качественная Штукатурка , медная электрическая проводка,  стеклопакеты Rehau!❗️Французские панорамные окна!❗️ Лифт!❗️Облагороженный двор! ❗️Дом сдан и частично заселён!❗️Экологически чистый район города!❗️Развитая инфраструктура - рядом школа, детский сад, Поликлиника, спортивно-оздоровительный комплекс Труд, Манеж, СОГУ, Медицинская академия и т.д. ❗️Рассматриваются все виды оплаты!❗️ В наличии Также 2-Комнатные и 3-Комнатные разных площадей в этом же доме на разных этажах , в том числе в подъезде с Лифтом!",кирпичный,1,,,р-н Иристонский,43.029434,44.697186
2 480 000,57 м²,,2,1 из 3,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Цаликова",4 августа 18:44 2020,,Продается просторная 2х комнатная квартира по ул.Цаликова✅ первый этаж трехэтажного дома✅ высокие потолки✅ окна выходят на две стороны✅ не завершенный ремонт!✅ рассмотрим ипотеку,кирпичный,1,,,р-н Промышленный,43.05548,44.673542
950 000,22 м²,15 м²,1,2 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова, 7к2",08 Август 00:46 2020,,"Продаю квартиру на Баме в шаговой доступности Сады, Школы, Чибо, Рынок Алан. Риелторов просьба не беспокоить. Все остальные вопросы по телефону. Небольшой торг уместен.",кирпичный,1,,,р-н Северо-Западный,43.052068,44.63178900000001
3 600 000,75 м²,,2,4 из 9,черновая,,,,"ул. Шамиля Джикаева, д. 7",08 Август 00:06 2020,ООО Специализированный Застройщик «СТК-59» (ранее ООО «СТК-59»),"Продаётся квартира в Московском квартале, напротив поликлиники ФСБ. Отличное расположение, дом сдан, квартиры заселяются. Продаётся по причине приобретения другой недвижимости. Торг",кирпичный,1,,,р-н Затеречный,43.030048,44.646788
2 100 000,115 м²,,2,5 из 5,черновая,,,,"Республика Северная Осетия — Алания, Владикавказ, Весенняя ул.",08 Август 01:30 2020,,"Купите квартиру в  хорошем доме ! Продаётся квартира на  5 этаже 5-этажного кирпичного дома по улице Весенней площадью 57+57 на мансарде В квартире штукатурка, проводка ,окна ,дверь ,подведены все коммуникации. Дом  сдан  ..Возможна ипотека, а также использование маткапитала",кирпичный,1,,,р-н Северо-Западный,43.043579,44.627769
1 985 000,52 м²,,1,1 из 5,черновая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова, 6А",07 Август 23:55 2020,,"1-комнатная квартира 52 м2 на 1-м этаже по ул Дзусова - жилой комплекс Новый Город!Просторная светлая с отличной планировкой - большая кухня, просторная комната, лоджия, широкая прихожая!Качественная Штукатурка, медная электрическая проводка!Окна в 2 стороны!Солнечная сторона!1-я Линия от Дзусова!Дом сдан и заселен!Большой  облагороженный двор с детской площадкой! Идеально подходит под Коммерцию!",кирпичный,1,,,р-н Северо-Западный,43.055421,44.63090800000001
3 090 000,79 м²,,2,1 из 2,,,,,"Республика Северная Осетия — Алания, Владикавказ, 29-й Военный городок, 2",08 Август 00:46 2020,,"✅ Продаю 2-комнатную квартиру 79 м2 на 1-м этаже 2-этажного кирпичного дома в районе ОЗАТЭ , напротив ТЦ АРКТИКА!✅ Добротный, качественно построенный дом по проекту немецких архитекторов! ✅ Новые пластиковые окна, паркетные полы!✅ Индивидуальное отопление!✅ Потолки высотой 3,60 м!✅ Под окнами большой палисадник!✅ Отличная возможность пристройки!✅ Сарай, подвал, кладовка в наличии!✅ Облагороженный зелёный двор!✅ Экологически чистый район города!✅ Развитая инфраструктура - рядом Школа 17, детские сады 21 и 61, ТЦ АРКТИКА, ТЦ ПОИСК , Сбербанк, Магнит и т д!✅ Капитальный гараж во дворе за дополнительную плату!",кирпичный,1,,,р-н Затеречный,43.006252,44.677513
2 150 000,43 м²,,1,2 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, Ростовская ул., 10",07 Август 23:15 2020,,"Продается одна комнатная квартира, закрытый двор, ворота на пульте. Продажа от собственника!",кирпичный,1,,,р-н Иристонский,43.03536959054401,44.688101965607004
2 700 000,56 м²,,2,1 из 2,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Маяковского",07 Август 23:52 2020,,"Двух комнатная квартира ,высокие потолки ,в общем дворе ,чистый двор на три хозяина.В центре города в шаговой доступности проспект Мира,парк культуры и отдыха им.К.Л.Хетагурова.",кирпичный,1,,,р-н Иристонский,43.033089,44.679749
1 599 000,48 м²,,3,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Московская ул., 33",07 Август 22:22 2020,,"🔹 Срочная продажа 3х ком квартиры (была 2х ком)перепланировали в 3х комнатную,перепланировка узаконена! 🔹ул. Московская (район Столицы) 🔹площадь квартиры 47кв.м. хрущевка! (косметический ремонт) 🔹5/5 этажного дома без лифта🔹отличный район с развитой инфраструктурой🔹цена 1.599.000🍋🔹вся остальная информация по номеру телефона",панельный,1,,,р-н Северо-Западный,43.053748,44.641122
2 700 000,50 м²,,2,1 из 7,без отделки,,,,"ул. Весенняя, д. 39А",07 Август 22:50 2020,ООО «ИрафТрансСтрой»,продажа в связи с отъездом.продажа с мебелью,кирпичный,1,,,р-н Северо-Западный,43.04832,44.6177
3 400 000,75 м²,,3,3 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гагкаева",07 Август 19:23 2020,,"Продаётся 3-х комнатная квартира на 3 этаже 5-ти этажного кирпичного дома.МЕНЯЮ НА ЧАСТНЫЙ ДОМ! Просторная, удобная планировка. Санузел раздельный. Своё отопление. Есть кладовка на площадке. Хороший район, рядом ОВИР, шк #46, д/с. Викалина. Всё в шаговой доступности. Конечные маршруток.Просьба звонить до 20:00.",кирпичный,1,,,р-н Северо-Западный,43.049532,44.620138
3 080 000,74 м²,45 м²,2,4 из 5,черновая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Коблова, 1к1",4 августа 17:38 2020,,"Квартира 74,4 м2 в новостройке с закрытой территорией, детской площадкой, своей парковкой. в подарок к квартире подвальное помещение. Продажа от застройщика. Форма оплаты любая. дом сдан, частично заселён. есть квартиры с отделкой от застройщика. Есть подъезды 7 этажные с лифтом и 5 этажные без лифта.",кирпичный,1,,,р-н Затеречный,43.011757,44.669016
4 600 000,106 м²,,3,1 из 6,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гагкаева, 5к7",07 Август 18:36 2020,,"Продам 3-х комнатную квартиру со всеми удобствами на 1-ом этаже 5 этажного дома.Район рынка Викалина. Рядом с домом новая школа «Диалог», также рядом строится большой детский сад .Вся мебель, кроме мягкой остаётся покупателю. Напротив окон есть навес для Автомобиля. Небольшой торг.",кирпичный,1,,,р-н Северо-Западный,43.053082,44.619411
3 000 000,45 м²,35 м²,2,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Цоколаева, 10к1",07 Август 23:21 2020,,"Собственник. Квартира без ремонта. Рядом парк развлечений, кинотеатр, рестораны, мфц, рынок.  Имеется парковка во дворе. Дом построен на ягодных полях в 1980г.",кирпичный,1,,,р-н Северо-Западный,43.044564,44.634592
2 400 000,55 м²,,1,5 из 9,чистовая,,,,"ул. Шамиля Джикаева, д. 5Б",07 Август 11:35 2020,ООО Специализированный Застройщик «СТК-59» (ранее ООО «СТК-59»),"Продаю 1кв в 9 этажном доме , 5 этаж, в квартире выполнена качественная штукатурка под маяк и проводка.Имеется гардеробная, закрытый балкон, двор благоустроен, рядом новый садик и школа.Торг!",кирпичный,1,,,р-н Затеречный,43.02916,44.64433
6 000 000,216 м²,,3,5 из 5,без отделки,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Шамиля Джикаева, 2А",08 Август 00:17 2020,,"Продам студийную квартиру в 2-х уровнях на 5 этаже. Квартира свободной планировкой в 1 уровнем 80 м2 во 2- ом уровне 136 м2, без ремонта, в сданном доме, все 216 м2 указаны в праве собственности, квартире не в залоге не в обременении.  Во дворе дома большая детская площадка, закрытый двор, в квартиру подведены все коммуникации и установлены приборы учета. СРОЧНО. Расматриваю любой вариант покупки. В стоимсть квартиры включено 1 парковочное место в подземном паркинге с документами.   Торг.Имеется видео квартиры.",монолитный,1,,,р-н Затеречный,43.027007,44.64837
4 110 000,103 м²,,3,4 из 9,без отделки,,,,"Республика Северная Осетия — Алания, Владикавказ, 12-й микрорайон",07 Август 22:23 2020,,"В районе Ледовой Арены  М.Пехотинцев  Элитный 9и этажный дом  Кирпично-монолитный  3х к.квартира 4/9эт. Отличная планировка , просторная ,светлая квартира  2 с/У ,один из них раздельный ,и большой совмещенный  Можно пересмотреть под кладовку или гардеробную комната  Возможна покупка по ипотеке!",монолитный,1,,,р-н Северо-Западный,43.037726172011006,44.633691677246
2 750 000,70 м²,,3,4 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, Первомайская ул.",07 Август 20:52 2020,,Продаётся трёхкомнатная квартира с косметическим ремонтом мебелью и техникой район супермаркете ‘’Стэйтон’’ балкон с залом соединены,кирпичный,1,,,р-н Затеречный,43.022171,44.660077
3 350 000,127 м²,,3,5 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Гадиева, 56/65",4 августа 17:28 2020,,"СРОЧНО!!! Собственник, не агенство! Самая низкая цена в городе! Трёхкомнатная квартира в экологически чистом районе города. Закрытый просторный двор, детская площадка, хорошие соседи. Развитая инфраструктура, центр города и набережная в шаговой доступности. Большие, просторные, светлые комнаты (изолированные), окна в обе стороны, большая ванная и кухня, гардеробная, возможность перепланировки. Продаю в связи с переездом в г. Сочи. Торг минимальный. Только наличный расчёт!",кирпичный,1,,,р-н Затеречный,43.014244,44.667831
4 000 000,110 м²,75 м²,4,8 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Генерала Дзусова",07 Август 18:11 2020,,"Продаётся квартира на 8 этаже 9 этажного кирпичного дома. Рядом Викалина, Алан, Чиба, Столица, 46 школа, детский сад.",кирпичный,1,,,р-н Северо-Западный,43.051369,44.628647
2 200 000,38 м²,18 м²,1,6 из 6,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Цоколаева, 32к2",07 Август 20:30 2020,,Срочно. Лифт. Торг.,кирпичный,1,,,р-н Северо-Западный,43.038471,44.626961
2 476 000,62 м²,,2,5 из 9,чистовая,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Морских Пехотинцев, 15А",07 Август 22:32 2020,,продаю двухкомнатную квартируновостройкадом сданмонолитно кирпичныйэлитныйзакрытая благоустроенная территориярассмотрю все виды оплат!,монолитный,1,,,р-н Северо-Западный,43.035747,44.631771
2 300 000,50 м²,,2,7 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, пр-т Доватора",07 Август 17:30 2020,,Продаю квартиру в шикарном районе ! Дом Евростиля Раздельные комнаты Хороший ремонт Алла,кирпичный,1,,,р-н Затеречный,43.023151,44.656502
3 500 000,100 м²,80 м²,3,2 из 2,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Ленина, 60",07 Август 21:05 2020,,Дом по улице Ленина вход со стороны Маяковского из революции Большой Двор трёхкомнатная квартира на втором этаже двухэтажного дома площадь 80 квадратов плюс 20 квадратов балкон все коммуникации новые проводка канализация новая крыша ш дубовые двери окна в самом сердце Владикавказа))   если телефон не отвечает писать на почту НА ОБМЕН ЦЕНА 4 500 000 можем обменять на квартиру Сочи,кирпичный,1,,,р-н Иристонский,43.033171,44.682193
3 036 000,75.9 м²,,2,2 из 9,без отделки,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Морских Пехотинцев, 15В",07 Август 22:02 2020,,"Продам 2 ком квартиру в элитном доме по доступной цене !Светлая,просторная .без отделочных работ .Оптимальная площадь.Функциональная планировка .Закрытый двор .благоустроенный двор .Транспортная доступность .Развитая инфраструктура .все виды оплат.",кирпичный,1,,,р-н Северо-Западный,43.036743,44.631331
3 400 000,73 м²,36 м²,2,4 из 9,,,,,"ул. Шамиля Джикаева, жилые дома",07 Август 21:17 2020,,"Продам 2 комнатную квартиру в престижном районе с развитой инфраструктурой г. Владикавказ, на 4 этаже 9 этажного кирпичного дома, есть грузовой лифт. В квартире 2 санузла, кухня с лоджией, готовая электропроводка, стены отштукатуренные, хорошие стеклопакеты, железная входная дверь.",монолитный,1,,,р-н Затеречный,43.02966,44.64747
3 000 000,56 м²,,2,7 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Леонова",07 Август 18:43 2020,,Срочно!!!Евроремонт. Лифт. Большая лоджия. Комнаты раздельные. Санузел раздельный. Кладовка. Рассмотрим вариант обмена на 1 комнатную с доплатой. Рассмотрим любой вид оплаты,панельный,1,,,р-н Северо-Западный,43.057774,44.655842
4 200 000,90 м²,,3,2 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Международная ул., 2",07 Август 17:42 2020,,Продаю квартиру в шикарном месте рядом т.ц Столица ✔️Раздельные комнаты ✔️Раздельный с/у ✔️Хорошая планировка ✔️Свободная парковка ✔️Все документы подготовленны к продаже Проходит по всем видам оплат ✔️,кирпичный,1,,,р-н Северо-Западный,43.053604,44.636135
2 950 000,60 м²,,2,5 из 5,,,,,"Республика Северная Осетия — Алания, Владикавказ, Весенняя ул., 39Г",07 Август 16:47 2020,,"Продаётся Двухкомнатная Квартира в Новостройке с капитальным Ремонтом, с Мебелью:Индивидуальное отопление;   Возможность Мансарды;Смотрите полное видео по ссылке на нашем ютюб канале.",кирпичный,1,,,р-н Северо-Западный,43.047413,44.616604
2 950 000,70 м²,65 м²,3,7 из 9,,,,,"Республика Северная Осетия — Алания, Владикавказ, ул. Морских Пехотинцев, 13",4 августа 00:54 2020,,"❕Срочно.🤝Собственник.Квартира с хорошим ремонтом👍 во всех комнатах. Ванна , сан. узел в кафеле.🏙️Отличная, развитая инфраструктура.(В шаговой доступности🕙 :гипермаркет Магнит, клиника ⚕️""Здоровье"", 7-ая поликлиника,⚕️ 👩‍🎓детский сад ""Интеллект"", 42 ая школа👩‍🎓 , ""Площадь фонтанов*⛲, кинотеатр ""Терек""📽️👌Дружелюбные, спокойные соседи👨‍👧‍👧👨‍👦👩‍👦‍👦🎁Остаётся вся мебель и техника (за исключением плазмы и микроволновки)Возможные виды оплаты:💰 ИПОТЕКА от Сбербанка;💳наличный расчет.💵",панельный,2,,,р-н Северо-Западный,43.039168563161,44.634888293124
3 600 000,106 м²,,4,5 из 5,чистовая,,,,"ул. Весенняя, д. 50А",3 августа 09:37 2020,ООО Специализированный застройщик «АРХСТРОЙ-ОСЕТИЯ» (ранее ООО «АРХСТРОЙ-ОСЕТИЯ»),"Продаётся квартира с капитальным ремонтом под ключ . Очень уютная и просторная квартира. На нижнем этаже-зал,кухня,прихожая, ванная и санузел,лестница на мансардный этаж. На мансардном этаже-3 большие спальни и санузел. Срочная продажа. Собственник.",кирпичный,2,,,р-н Северо-Западный,43.05144,44.61781
